name,type,notranslate,comment,value,en
"projecttreefo,adddiract,caption",vaString,F,,Add Directory
"projecttreefo,removediract,caption",vaString,F,,Remove Directory
"projecttreefo,editdiract,caption",vaString,F,,Edit Directory Caption
"projecttreefo,c,strings.data,0:",vaString,F,,Pascal Units
"projecttreefo,c,strings.data,1:",vaString,F,,C Modules
"projecttreefo,c,strings.data,2:",vaString,F,,Text Files
"projecttreefo,c,strings.data,3:",vaString,F,,"Do you wish to remove """
"projecttreefo,c,strings.data,4:",vaString,F,,Select Directory
"projecttreefo,c,strings.data,5:",vaString,F,,Do you want to remove
"projecttreefo,c,strings.data,6:",vaString,F,,with the sub-items from project?
"projectoptionsfo,caption",vaString,F,,Project Options
"projectoptionsfo,tlayouter9,tlayouter8,cancel,caption",vaString,F,,Cancel
"projectoptionsfo,tlayouter9,tlayouter8,ok,caption",vaString,F,,Ok
"projectoptionsfo,tlayouter9,tabwidget,editorpage,caption",vaString,F,,&Editor
"projectoptionsfo,tlayouter9,tabwidget,editorpage,ttabwidget3,ttabpage23,caption",vaString,F,,Source
"projectoptionsfo,tlayouter9,tabwidget,editorpage,ttabwidget3,ttabpage23,ttabwidget2,ttabpage13,caption",vaString,F,,File filter
"projectoptionsfo,tlayouter9,tabwidget,editorpage,ttabwidget3,ttabpage23,ttabwidget2,ttabpage13,filefiltergrid,fixrows.items,0:,captions.items,0:,caption",vaString,F,,Name
"projectoptionsfo,tlayouter9,tabwidget,editorpage,ttabwidget3,ttabpage23,ttabwidget2,ttabpage13,filefiltergrid,fixrows.items,0:,captions.items,1:,caption",vaString,F,,File mask
"projectoptionsfo,tlayouter9,tabwidget,editorpage,ttabwidget3,ttabpage23,ttabwidget2,ttabpage14,caption",vaString,F,,Syntax definition files
"projectoptionsfo,tlayouter9,tabwidget,editorpage,ttabwidget3,ttabpage23,ttabwidget2,ttabpage14,twidgetgrid6,fixrows.items,0:,captions.items,0:,caption",vaString,F,,Syntax definition file
"projectoptionsfo,tlayouter9,tabwidget,editorpage,ttabwidget3,ttabpage23,ttabwidget2,ttabpage14,twidgetgrid6,fixrows.items,0:,captions.items,1:,caption",vaString,F,,File mask
"projectoptionsfo,tlayouter9,tabwidget,editorpage,ttabwidget3,ttabpage23,ttabwidget2,ttabpage14,twidgetgrid6,syntaxdeffile,controller.filterlist.data,0:,0:",vaString,F,,Syntaxdef files
"projectoptionsfo,tlayouter9,tabwidget,editorpage,ttabwidget3,ttabpage23,ttabwidget2,ttabpage19,caption",vaString,F,,Code templates
"projectoptionsfo,tlayouter9,tabwidget,editorpage,ttabwidget3,ttabpage23,ttabwidget2,ttabpage19,twidgetgrid5,frame.caption",vaString,F,,"Code template directories, file extension = .mct"
"projectoptionsfo,tlayouter9,tabwidget,editorpage,ttabwidget3,ttabpage23,ttabwidget2,ttabpage19,twidgetgrid5,fixrows.items,0:,captions.items,0:,caption",vaString,F,,Directory
"projectoptionsfo,tlayouter9,tabwidget,editorpage,ttabwidget3,ttabpage23,ttabwidget2,ttabpage19,twidgetgrid5,fixrows.items,0:,captions.items,1:,hint",vaString,F,,Add to object file search path
"projectoptionsfo,tlayouter9,tabwidget,editorpage,ttabwidget3,ttabpage23,ttabwidget2,ttabpage19,twidgetgrid5,fixrows.items,0:,captions.items,2:,hint",vaString,F,,Add to library search path
"projectoptionsfo,tlayouter9,tabwidget,editorpage,ttabwidget3,ttabpage23,ttabwidget2,ttabpage19,twidgetgrid5,fixrows.items,0:,captions.items,3:,hint",vaString,F,,Add to include file search path
"projectoptionsfo,tlayouter9,tabwidget,editorpage,ttabwidget3,ttabpage23,ttabwidget2,ttabpage19,twidgetgrid5,fixrows.items,0:,captions.items,4:,hint",vaString,F,,Add to unit file search path
"projectoptionsfo,tlayouter9,tabwidget,editorpage,ttabwidget3,ttabpage23,ttabwidget2,ttabpage19,twidgetgrid5,fixrows.items,0:,captions.items,5:,hint",vaString,F,,Use in Make 4
"projectoptionsfo,tlayouter9,tabwidget,editorpage,ttabwidget3,ttabpage23,ttabwidget2,ttabpage19,twidgetgrid5,fixrows.items,0:,captions.items,6:,hint",vaString,F,,Use in Make 3
"projectoptionsfo,tlayouter9,tabwidget,editorpage,ttabwidget3,ttabpage23,ttabwidget2,ttabpage19,twidgetgrid5,fixrows.items,0:,captions.items,7:,hint",vaString,F,,Use in Make 2
"projectoptionsfo,tlayouter9,tabwidget,editorpage,ttabwidget3,ttabpage23,ttabwidget2,ttabpage19,twidgetgrid5,fixrows.items,0:,captions.items,8:,hint",vaString,F,,Use in Make 1
"projectoptionsfo,tlayouter9,tabwidget,editorpage,ttabwidget3,ttabpage23,ttabwidget2,ttabpage19,twidgetgrid5,fixrows.items,0:,captions.items,9:,hint",vaString,F,,Use in Build
"projectoptionsfo,tlayouter9,tabwidget,editorpage,ttabwidget3,ttabpage23,ttabwidget2,ttabpage19,twidgetgrid5,fixrows.items,0:,captions.items,10:,hint",vaString,F,,Use in Make
"projectoptionsfo,tlayouter9,tabwidget,editorpage,ttabwidget3,ttabpage23,ttabwidget2,ttabpage19,twidgetgrid5,codetemplatedirs,controller.captionopen",vaString,F,,Select unit directory
